L   1	[{"item":2,"quantity":15}]
L8476	[{"item": 25, "quantity": 86}]
L8477	[{"item": 25, "quantity": 86}]
L8479	[{"item": 19, "quantity": 14}, {"item": 2, "quantity": 150}, {"item": 32, "quantity": 29}]
L8482	[{"item": 32, "quantity": 57}]
L8484	[{"item": 19, "quantity": 70}]
L8488	[{"item": 19, "quantity": 20}]
L8489	[{"item": 3, "quantity": 50}]
L8491	[{"item": 27, "quantity": 40}, {"item": 25, "quantity": 50}, {"item": 17, "quantity": 40}]
L8493	[{"item": 21, "quantity": 30}, {"item": 2, "quantity": 111}]
L8495	[{"item": 32, "quantity": 47}]
L8497	[{"item": 17, "quantity": 39}, {"item": 25, "quantity": 36}]
L8498	[{"item": 25, "quantity": 63}, {"item": 31, "quantity": 134}, {"item": 28, "quantity": 57}]
L8499	[{"item": 25, "quantity": 59}]
L8502	[{"item": 16, "quantity": 10}, {"item": 26, "quantity": 10}]
L8505	[{"item": 32, "quantity": 18}, {"item": 19, "quantity": 17}]
L8506	[{"item": 32, "quantity": 100}]
L8507	[{"item": 19, "quantity": 48}]
L8511	[{"item": 21, "quantity": 10}, {"item": 25, "quantity": 5}]
L8514	[{"item": 31, "quantity": 57}]
L8515	[{"item": 22, "quantity": 1}, {"item": 19, "quantity": 24}, {"item": 33, "quantity": 48}]
L8517	[{"item": 20, "quantity": 5}]
L8518	[{"item": 34, "quantity": 5}, {"item": 29, "quantity": 32}]
L8521	[{"item": 25, "quantity": 110}, {"item": 29, "quantity": 64}]
L8522	[{"item": 17, "quantity": 74}]
L8523	[{"item": 30, "quantity": 2}, {"item": 32, "quantity": 85}]
L8524	[{"item": 25, "quantity": 83}]
L8526	[{"item": 17, "quantity": 84}]
L8527	[{"item": 17, "quantity": 109}, {"item": 26, "quantity": 24}]
L8529	[{"item": 19, "quantity": 45}, {"item": 34, "quantity": 5}]
L8531	[{"item": 34, "quantity": 5}, {"item": 25, "quantity": 72}]
L8532	[{"item": 28, "quantity": 77}, {"item": 19, "quantity": 30}]
L8533	[{"item": 24, "quantity": 2}]
L8535	[{"item": 26, "quantity": 21}, {"item": 21, "quantity": 20}]
L8537	[{"item": 26, "quantity": 30}, {"item": 17, "quantity": 58}, {"item": 25, "quantity": 84}]
L8540	[{"item": 17, "quantity": 16}, {"item": 25, "quantity": 33}]
L8541	[{"item": 27, "quantity": 38}, {"item": 31, "quantity": 90}]
L8544	[{"item": 29, "quantity": 104}, {"item": 19, "quantity": 15}]
L8545	[{"item": 5, "quantity": 300}, {"item": 6, "quantity": 300}]
L8550	[{"item": 34, "quantity": 5}]
L8551	[{"item": 31, "quantity": 99}, {"item": 19, "quantity": 21}]
L8553	[{"item": 25, "quantity": 70}, {"item": 28, "quantity": 28}]
L8554	[{"item": 32, "quantity": 6}, {"item": 17, "quantity": 73}]
L8557	[{"item": 25, "quantity": 88}]
L8559	[{"item": 20, "quantity": 3}]
L8561	[{"item": 25, "quantity": 38}, {"item": 19, "quantity": 27}]
L8565	[{"item": 19, "quantity": 42}]
L8566	[{"item": 25, "quantity": 48}]
L8569	[{"item": 25, "quantity": 48}, {"item": 19, "quantity": 45}]
L8571	[{"item": 19, "quantity": 25}, {"item": 25, "quantity": 42}]
L8574	[{"item": 20, "quantity": 20}, {"item": 19, "quantity": 45}]
L8575	[{"item": 27, "quantity": 90}, {"item": 32, "quantity": 56}]
L8577	[{"item": 25, "quantity": 32}, {"item": 17, "quantity": 26}]
L8579	[{"item": 17, "quantity": 132}]
L8581	[{"item": 2, "quantity": 170}, {"item": 5, "quantity": 170}]
L8584	[{"item": 19, "quantity": 25}]
L8586	[{"item": 17, "quantity": 82}]
L8588	[{"item": 26, "quantity": 30}, {"item": 17, "quantity": 76}, {"item": 32, "quantity": 18}]
L8590	[{"item": 16, "quantity": 20}, {"item": 19, "quantity": 35}]
L8591	[{"item": 19, "quantity": 30}, {"item": 25, "quantity": 45}]
L8592	[{"item": 18, "quantity": 4}, {"item": 32, "quantity": 95}, {"item": 19, "quantity": 35}]
L8595	[{"item": 19, "quantity": 25}, {"item": 24, "quantity": 5}]
L8599	[{"item": 26, "quantity": 22}, {"item": 19, "quantity": 30}, {"item": 32, "quantity": 52}]
L8601	[{"item": 34, "quantity": 5}, {"item": 29, "quantity": 27}]
L8604	[{"item": 25, "quantity": 29}, {"item": 32, "quantity": 63}, {"item": 34, "quantity": 5}]
L8608	[{"item": 9, "quantity": 10}, {"item": 8, "quantity": 20}]
L8610	[{"item": 17, "quantity": 30}, {"item": 34, "quantity": 5}, {"item": 18, "quantity": 1}]
L8612	[{"item": 25, "quantity": 150}, {"item": 31, "quantity": 200}]
L8613	[{"item": 19, "quantity": 28}, {"item": 16, "quantity": 3}]
L8617	[{"item": 25, "quantity": 45}, {"item": 9, "quantity": 1}]
L8619	[{"item": 25, "quantity": 45}, {"item": 17, "quantity": 42}]
L8621	[{"item": 33, "quantity": 282}, {"item": 25, "quantity": 100}, {"item": 3, "quantity": 17}]
L8622	[{"item": 24, "quantity": 3}, {"item": 32, "quantity": 40}]
L8623	[{"item": 21, "quantity": 35}, {"item": 19, "quantity": 45}]
L8626	[{"item": 19, "quantity": 35}, {"item": 26, "quantity": 35}, {"item": 31, "quantity": 350}]
L8627	[{"item": 25, "quantity": 84}, {"item": 31, "quantity": 108}]
L8631	[{"item": 3, "quantity": 44}]
L8635	[{"item": 18, "quantity": 5}, {"item": 22, "quantity": 2}]
L8636	[{"item": 17, "quantity": 16}, {"item": 34, "quantity": 5}]
L8638	[{"item": 19, "quantity": 55}, {"item": 31, "quantity": 185}]
L8642	[{"item": 17, "quantity": 2}, {"item": 19, "quantity": 26}, {"item": 30, "quantity": 3}]
L8644	[{"item": 25, "quantity": 113}, {"item": 31, "quantity": 200}]
L8648	[{"item": 25, "quantity": 110}, {"item": 30, "quantity": 5}]
L8649	[{"item": 19, "quantity": 5}]
L8651	[{"item": 17, "quantity": 36}, {"item": 31, "quantity": 48}]
L8654	[{"item": 25, "quantity": 32}, {"item": 32, "quantity": 109}]
L8656	[{"item": 25, "quantity": 53}]
L8659	[{"item": 25, "quantity": 129}]
L8661	[{"item": 17, "quantity": 76}, {"item": 19, "quantity": 30}]
L8662	[{"item": 29, "quantity": 69}, {"item": 25, "quantity": 42}]
L8665	[{"item": 19, "quantity": 60}, {"item": 26, "quantity": 65}, {"item": 24, "quantity": 4}]
L8666	[{"item": 19, "quantity": 55}]
L8670	[{"item": 29, "quantity": 30}, {"item": 16, "quantity": 18}, {"item": 17, "quantity": 20}]
L8674	[{"item": 19, "quantity": 40}]
L8677	[{"item": 34, "quantity": 5}, {"item": 30, "quantity": 1}]
L8678	[{"item": 17, "quantity": 76}, {"item": 26, "quantity": 50}]
L8683	[{"item": 30, "quantity": 1}, {"item": 17, "quantity": 73}]
L8684	[{"item": 17, "quantity": 92}]
L8685	[{"item": 17, "quantity": 33}, {"item": 19, "quantity": 21}]
L8687	[{"item": 17, "quantity": 34}, {"item": 32, "quantity": 5}]
L8688	[{"item": 34, "quantity": 5}, {"item": 32, "quantity": 93}, {"item": 29, "quantity": 9}]
L8691	[{"item": 17, "quantity": 30}, {"item": 29, "quantity": 31}]
L8692	[{"item": 32, "quantity": 32}, {"item": 29, "quantity": 56}, {"item": 17, "quantity": 84}]
L8693	[{"item": 17, "quantity": 133}]
L8695	[{"item": 17, "quantity": 108}]
L8696	[{"item": 29, "quantity": 56}, {"item": 17, "quantity": 36}]
L8698	[{"item": 17, "quantity": 98}, {"item": 19, "quantity": 19}]
L8700	[{"item": 25, "quantity": 60}, {"item": 19, "quantity": 3}]
L8703	[{"item": 30, "quantity": 3}, {"item": 17, "quantity": 14}, {"item": 32, "quantity": 84}]
L8707	[{"item": 19, "quantity": 50}]
L8708	[{"item": 25, "quantity": 70}]
L8711	[{"item": 29, "quantity": 48}, {"item": 19, "quantity": 40}]
L8715	[{"item": 19, "quantity": 40}]
L8716	[{"item": 24, "quantity": 8}, {"item": 33, "quantity": 78}, {"item": 25, "quantity": 40}]
L8717	[{"item": 25, "quantity": 40}]
L8721	[{"item": 17, "quantity": 78}, {"item": 25, "quantity": 12}]
L8724	[{"item": 25, "quantity": 76}, {"item": 21, "quantity": 16}]
L8725	[{"item": 19, "quantity": 100}, {"item": 25, "quantity": 25}, {"item": 30, "quantity": 6}]
L8726	[{"item": 19, "quantity": 60}, {"item": 31, "quantity": 110}]
L8729	[{"item": 19, "quantity": 52}, {"item": 25, "quantity": 0}]
L8731	[{"item": 9, "quantity": 8}]
L8735	[{"item": 16, "quantity": 8}, {"item": 32, "quantity": 48}, {"item": 19, "quantity": 4}]
L8736	[{"item": 25, "quantity": 76}, {"item": 17, "quantity": 41}, {"item": 30, "quantity": 3}]
L8739	[{"item": 19, "quantity": 25}]
L8741	[{"item": 26, "quantity": 43}, {"item": 17, "quantity": 48}]
L8742	[{"item": 22, "quantity": 5}, {"item": 19, "quantity": 16}, {"item": 18, "quantity": 12}]
L8743	[{"item": 25, "quantity": 30}, {"item": 17, "quantity": 47}]
L8749	[{"item": 19, "quantity": 22}]
L8753	[{"item": 34, "quantity": 5}, {"item": 30, "quantity": 1}]
L8754	[{"item": 17, "quantity": 80}, {"item": 8, "quantity": 30}, {"item": 32, "quantity": 24}]
L8756	[{"item": 34, "quantity": 5}]
L8757	[{"item": 21, "quantity": 5}, {"item": 34, "quantity": 5}]
L8759	[{"item": 34, "quantity": 5}, {"item": 30, "quantity": 2}]
L8760	[{"item": 17, "quantity": 124}]
L8763	[{"item": 17, "quantity": 130}, {"item": 34, "quantity": 5}]
L8766	[{"item": 17, "quantity": 80}, {"item": 25, "quantity": 48}, {"item": 35, "quantity": 10}]
L8767	[{"item": 17, "quantity": 100}, {"item": 35, "quantity": 20}]
L8768	[{"item": 17, "quantity": 53}, {"item": 19, "quantity": 20}]
L8769	[{"item": 25, "quantity": 105}]
L8773	[{"item": 2, "quantity": 65}, {"item": 6, "quantity": 65}]
L8775	[{"item": 24, "quantity": 2}, {"item": 28, "quantity": 30}, {"item": 31, "quantity": 45}]
L8779	[{"item": 17, "quantity": 18}, {"item": 25, "quantity": 30}]
L8780	[{"item": 34, "quantity": 5}]
L8783	[{"item": 25, "quantity": 25}, {"item": 17, "quantity": 18}]
L8786	[{"item": 25, "quantity": 96}]
L8788	[{"item": 25, "quantity": 70}]
L8791	[{"item": 17, "quantity": 48}, {"item": 20, "quantity": 10}]
L8792	[{"item": 19, "quantity": 40}]
L8794	[{"item": 25, "quantity": 35}]
L8795	[{"item": 33, "quantity": 165}, {"item": 18, "quantity": 2}, {"item": 32, "quantity": 110}]
L8797	[{"item": 19, "quantity": 48}, {"item": 25, "quantity": 18}]
L8798	[{"item": 17, "quantity": 60}, {"item": 19, "quantity": 21}]
L8799	[{"item": 25, "quantity": 25}]
L8803	[{"item": 25, "quantity": 45}, {"item": 24, "quantity": 5}, {"item": 19, "quantity": 20}]
L8804	[{"item": 25, "quantity": 50}]
L8806	[{"item": 19, "quantity": 20}, {"item": 17, "quantity": 126}]
L8809	[{"item": 20, "quantity": 40}]
L8812	[{"item": 30, "quantity": 4}]
L8813	[{"item": 19, "quantity": 30}]
L8815	[{"item": 17, "quantity": 4}, {"item": 25, "quantity": 30}]
L8816	[{"item": 19, "quantity": 37}, {"item": 25, "quantity": 40}]
L8819	[{"item": 34, "quantity": 5}, {"item": 32, "quantity": 16}]
L8820	[{"item": 17, "quantity": 53}, {"item": 27, "quantity": 132}]
L8822	[{"item": 22, "quantity": 2}]
L8824	[{"item": 26, "quantity": 64}, {"item": 16, "quantity": 10}]
L8825	[{"item": 25, "quantity": 84}, {"item": 21, "quantity": 30}]
L8826	[{"item": 26, "quantity": 60}, {"item": 25, "quantity": 60}]
L8827	[{"item": 19, "quantity": 30}]
L8828	[{"item": 25, "quantity": 20}]
L8829	[{"item": 19, "quantity": 45}, {"item": 17, "quantity": 139}]
L8831	[{"item": 19, "quantity": 40}, {"item": 17, "quantity": 40}]
L8833	[{"item": 17, "quantity": 80}]
L8835	[{"item": 17, "quantity": 45}]
L8836	[{"item": 17, "quantity": 84}, {"item": 25, "quantity": 60}, {"item": 19, "quantity": 30}]
L8838	[{"item": 20, "quantity": 9}]
L8842	[{"item": 19, "quantity": 40}, {"item": 26, "quantity": 69}]
L8845	[{"item": 17, "quantity": 100}]
L8847	[{"item": 17, "quantity": 12}, {"item": 19, "quantity": 40}]
L8848	[{"item": 17, "quantity": 60}, {"item": 25, "quantity": 109}]
L8852	[{"item": 17, "quantity": 45}, {"item": 18, "quantity": 3}, {"item": 6, "quantity": 85}]
L8855	[{"item": 17, "quantity": 47}, {"item": 25, "quantity": 62}]
L8857	[{"item": 25, "quantity": 43}, {"item": 31, "quantity": 12}]
L8860	[{"item": 3, "quantity": 6}, {"item": 8, "quantity": 15}]
L8865	[{"item": 30, "quantity": 5}]
L8868	[{"item": 19, "quantity": 27}]
L8869	[{"item": 25, "quantity": 38}]
L8870	[{"item": 25, "quantity": 114}, {"item": 32, "quantity": 44}]
L8871	[{"item": 25, "quantity": 20}]
L8874	[{"item": 34, "quantity": 5}, {"item": 17, "quantity": 32}, {"item": 32, "quantity": 40}]
L8877	[{"item": 19, "quantity": 27}]
L8878	[{"item": 19, "quantity": 45}, {"item": 26, "quantity": 30}]
L8879	[{"item": 17, "quantity": 148}, {"item": 19, "quantity": 30}]
L8882	[{"item": 17, "quantity": 33}, {"item": 29, "quantity": 42}]
L8885	[{"item": 25, "quantity": 60}, {"item": 17, "quantity": 40}]
L8888	[{"item": 17, "quantity": 57}, {"item": 32, "quantity": 64}]
L8889	[{"item": 17, "quantity": 60}]
L8891	[{"item": 32, "quantity": 30}]
L8892	[{"item": 17, "quantity": 57}]
L8893	[{"item": 19, "quantity": 35}, {"item": 25, "quantity": 40}]
L8897	[{"item": 19, "quantity": 50}]
L8898	[{"item": 17, "quantity": 46}]
L8902	[{"item": 24, "quantity": 5}, {"item": 32, "quantity": 20}, {"item": 33, "quantity": 127}]
L8908	[{"item": 25, "quantity": 75}]
L8909	[{"item": 25, "quantity": 53}, {"item": 35, "quantity": 10}]
L8910	[{"item": 16, "quantity": 33}]
L8912	[{"item": 8, "quantity": 40}, {"item": 19, "quantity": 70}]
L8913	[{"item": 17, "quantity": 51}]
L8916	[{"item": 19, "quantity": 40}, {"item": 17, "quantity": 70}]
L8920	[{"item": 3, "quantity": 14}, {"item": 25, "quantity": 70}]
L8922	[{"item": 17, "quantity": 78}]
L8923	[{"item": 25, "quantity": 35}]
L8926	[{"item": 20, "quantity": 24}, {"item": 18, "quantity": 7}]
L8928	[{"item": 29, "quantity": 13}, {"item": 17, "quantity": 6}]
L8929	[{"item": 25, "quantity": 60}, {"item": 30, "quantity": 3}]
L8933	[{"item": 29, "quantity": 27}, {"item": 25, "quantity": 45}]
L8935	[{"item": 32, "quantity": 40}]
L8936	[{"item": 24, "quantity": 5}, {"item": 19, "quantity": 40}, {"item": 18, "quantity": 8}]
L8938	[{"item": 25, "quantity": 40}, {"item": 22, "quantity": 1}]
L8941	[{"item": 17, "quantity": 75}, {"item": 19, "quantity": 21}]
L8942	[{"item": 17, "quantity": 68}, {"item": 25, "quantity": 70}]
L8943	[{"item": 32, "quantity": 64}, {"item": 19, "quantity": 32}, {"item": 35, "quantity": 24}]
L8946	[{"item": 30, "quantity": 4}, {"item": 31, "quantity": 250}]
L8949	[{"item": 31, "quantity": 48}, {"item": 19, "quantity": 35}, {"item": 17, "quantity": 60}]
L8950	[{"item": 19, "quantity": 6}]
L8951	[{"item": 25, "quantity": 33}, {"item": 17, "quantity": 47}]
L8955	[{"item": 17, "quantity": 69}]
L8956	[{"item": 27, "quantity": 90}, {"item": 29, "quantity": 150}, {"item": 26, "quantity": 60}]
L8957	[{"item": 16, "quantity": 10}, {"item": 17, "quantity": 73}]
L8961	[{"item": 25, "quantity": 105}]
L8965	[{"item": 25, "quantity": 70}]
L8966	[{"item": 24, "quantity": 6}]
L8969	[{"item": 25, "quantity": 116}]
L8970	[{"item": 29, "quantity": 50}, {"item": 25, "quantity": 30}]
L8976	[{"item": 19, "quantity": 20}, {"item": 17, "quantity": 24}]
L8980	[{"item": 17, "quantity": 90}]
L8981	[{"item": 25, "quantity": 45}]
L8984	[{"item": 24, "quantity": 5}, {"item": 17, "quantity": 70}, {"item": 25, "quantity": 63}]
L8987	[{"item": 26, "quantity": 60}]
L8989	[{"item": 29, "quantity": 96}, {"item": 32, "quantity": 42}]
L8990	[{"item": 17, "quantity": 124}]
L8991	[{"item": 25, "quantity": 40}, {"item": 19, "quantity": 22}]
L8993	[{"item": 17, "quantity": 98}]
L8994	[{"item": 35, "quantity": 28}, {"item": 32, "quantity": 36}]
L8996	[{"item": 19, "quantity": 25}]
L9000	[{"item": 3, "quantity": 120}, {"item": 5, "quantity": 120}]
L9002	[{"item": 1, "quantity": 17}, {"item": 19, "quantity": 17}]
L9003	[{"item": 25, "quantity": 81}]
L9008	[{"item": 17, "quantity": 52}]
L9010	[{"item": 33, "quantity": 150}, {"item": 25, "quantity": 85}]
L9011	[{"item": 22, "quantity": 3}]
L9012	[{"item": 31, "quantity": 40}]
L9015	[{"item": 25, "quantity": 36}, {"item": 19, "quantity": 17}]
L9017	[{"item": 17, "quantity": 88}, {"item": 19, "quantity": 35}]
L9021	[{"item": 19, "quantity": 24}, {"item": 17, "quantity": 50}, {"item": 35, "quantity": 16}]
L9025	[{"item": 35, "quantity": 30}, {"item": 32, "quantity": 82}]
L9029	[{"item": 28, "quantity": 33}, {"item": 30, "quantity": 4}]
L9030	[{"item": 24, "quantity": 1}, {"item": 31, "quantity": 80}]
L9032	[{"item": 22, "quantity": 2}, {"item": 24, "quantity": 2}, {"item": 29, "quantity": 100}]
L9033	[{"item": 33, "quantity": 16}, {"item": 27, "quantity": 18}]
L9036	[{"item": 17, "quantity": 88}]
L9037	[{"item": 17, "quantity": 34}, {"item": 19, "quantity": 14}]
L9040	[{"item": 25, "quantity": 45}]
L9041	[{"item": 32, "quantity": 36}]
L9045	[{"item": 17, "quantity": 73}, {"item": 25, "quantity": 24}]
L9046	[{"item": 32, "quantity": 55}, {"item": 17, "quantity": 80}]
L9047	[{"item": 17, "quantity": 74}]
L9049	[{"item": 18, "quantity": 2}]
L9055	[{"item": 32, "quantity": 120}, {"item": 19, "quantity": 30}]
L9056	[{"item": 3, "quantity": 17}, {"item": 24, "quantity": 1}]
L9061	[{"item": 25, "quantity": 56}]
L9062	[{"item": 25, "quantity": 50}, {"item": 17, "quantity": 44}, {"item": 29, "quantity": 65}]
L9065	[{"item": 25, "quantity": 32}, {"item": 19, "quantity": 9}, {"item": 32, "quantity": 33}]
L9068	[{"item": 17, "quantity": 77}, {"item": 19, "quantity": 7}]
L9069	[{"item": 19, "quantity": 25}]
L9070	[{"item": 17, "quantity": 65}, {"item": 29, "quantity": 30}]
L9072	[{"item": 17, "quantity": 68}, {"item": 19, "quantity": 27}]
L9074	[{"item": 25, "quantity": 95}, {"item": 29, "quantity": 100}]
L9076	[{"item": 25, "quantity": 14}, {"item": 17, "quantity": 50}]
L9079	[{"item": 19, "quantity": 20}]
L9083	[{"item": 21, "quantity": 10}, {"item": 28, "quantity": 28}]
L9084	[{"item": 24, "quantity": 12}]
L9088	[{"item": 25, "quantity": 70}]
L9090	[{"item": 17, "quantity": 68}, {"item": 25, "quantity": 32}]
L9091	[{"item": 25, "quantity": 70}]
L9092	[{"item": 17, "quantity": 65}]
L9099	[{"item": 32, "quantity": 20}, {"item": 17, "quantity": 80}]
L9101	[{"item": 25, "quantity": 118}, {"item": 17, "quantity": 42}]
L9102	[{"item": 19, "quantity": 21}]
L9103	[{"item": 17, "quantity": 70}, {"item": 29, "quantity": 30}]
L9104	[{"item": 19, "quantity": 25}, {"item": 25, "quantity": 66}]
L9107	[{"item": 29, "quantity": 15}, {"item": 25, "quantity": 60}]
L9112	[{"item": 17, "quantity": 10}, {"item": 25, "quantity": 70}]
L9113	[{"item": 25, "quantity": 90}]
L9117	[{"item": 32, "quantity": 50}, {"item": 25, "quantity": 36}]
L9118	[{"item": 19, "quantity": 80}]
L9120	[{"item": 19, "quantity": 18}, {"item": 31, "quantity": 128}]
L9123	[{"item": 32, "quantity": 61}]
L9128	[{"item": 17, "quantity": 30}, {"item": 34, "quantity": 3}]
L9129	[{"item": 17, "quantity": 102}]
L9130	[{"item": 17, "quantity": 60}, {"item": 19, "quantity": 25}]
L9131	[{"item": 26, "quantity": 30}, {"item": 24, "quantity": 1}]
L9135	[{"item": 19, "quantity": 50}, {"item": 18, "quantity": 3}, {"item": 17, "quantity": 20}]
L9138	[{"item": 25, "quantity": 45}, {"item": 32, "quantity": 44}]
L9140	[{"item": 27, "quantity": 100}]
L9143	[{"item": 3, "quantity": 65}, {"item": 1, "quantity": 65}]
L9147	[{"item": 25, "quantity": 69}, {"item": 17, "quantity": 57}]
L9148	[{"item": 7, "quantity": 20}, {"item": 24, "quantity": 2}]
L9152	[{"item": 35, "quantity": 25}]
L9153	[{"item": 19, "quantity": 49}, {"item": 31, "quantity": 129}]
L9154	[{"item": 25, "quantity": 83}]
L9156	[{"item": 17, "quantity": 59}, {"item": 19, "quantity": 20}]
L9159	[{"item": 24, "quantity": 4}, {"item": 32, "quantity": 70}]
L9160	[{"item": 17, "quantity": 71}]
L9162	[{"item": 32, "quantity": 110}, {"item": 25, "quantity": 100}]
L9163	[{"item": 32, "quantity": 45}, {"item": 25, "quantity": 80}]
L9166	[{"item": 24, "quantity": 1}, {"item": 25, "quantity": 77}]
L9168	[{"item": 25, "quantity": 25}]
L9172	[{"item": 26, "quantity": 20}, {"item": 25, "quantity": 20}]
L9174	[{"item": 30, "quantity": 5}]
L9176	[{"item": 17, "quantity": 133}]
L9179	[{"item": 3, "quantity": 4}, {"item": 25, "quantity": 40}, {"item": 28, "quantity": 60}]
L9180	[{"item": 17, "quantity": 48}, {"item": 25, "quantity": 30}]
L9183	[{"item": 32, "quantity": 36}, {"item": 26, "quantity": 27}]
L9186	[{"item": 17, "quantity": 60}, {"item": 25, "quantity": 88}]
L9187	[{"item": 17, "quantity": 85}]
L9191	[{"item": 25, "quantity": 25}, {"item": 17, "quantity": 120}, {"item": 19, "quantity": 35}]
L9193	[{"item": 17, "quantity": 100}]
L9195	[{"item": 17, "quantity": 48}, {"item": 25, "quantity": 65}]
L9197	[{"item": 17, "quantity": 24}, {"item": 32, "quantity": 35}]
L9198	[{"item": 19, "quantity": 20}, {"item": 17, "quantity": 56}, {"item": 25, "quantity": 30}]
L9203	[{"item": 32, "quantity": 110}, {"item": 35, "quantity": 36}]
L9204	[{"item": 26, "quantity": 81}, {"item": 27, "quantity": 50}]
L9205	[{"item": 17, "quantity": 147}, {"item": 25, "quantity": 35}]
L9207	[{"item": 18, "quantity": 8}, {"item": 19, "quantity": 58}]
L9209	[{"item": 17, "quantity": 94}]
L9212	[{"item": 25, "quantity": 147}]
L9213	[{"item": 17, "quantity": 95}]
L9216	[{"item": 22, "quantity": 6}, {"item": 17, "quantity": 61}]
L9218	[{"item": 19, "quantity": 30}, {"item": 25, "quantity": 12}]
L9219	[{"item": 17, "quantity": 47}, {"item": 26, "quantity": 24}]
L9223	[{"item": 32, "quantity": 32}, {"item": 25, "quantity": 48}]
L9224	[{"item": 29, "quantity": 75}, {"item": 17, "quantity": 74}]
L9227	[{"item": 17, "quantity": 65}, {"item": 19, "quantity": 25}]
L9229	[{"item": 25, "quantity": 30}, {"item": 17, "quantity": 58}]
